,hashtag_name,owner_id,short_code,likes_count,comments_count,post_description
161,гдебыпоесть,196328517,BQlpIdmj-x5,199,0,"Да, я знаю, что на ночь лучше едой не дразнить... 😜Но просто этот салат с уткой был настолько восхитителен в @marcellispeople на горьковской 💛что я просто не могла не поделиться им с вами ☺️#марчеллис #спб #питер #санктпетербург #еда #мирдолжензнатьчтояем #едаялюблютебя #гдебыпоесть #поесть #вкусныеместа #немногоеды #фудпорн #фуд #spb #piter #saintpetersburg #food #foodporn #foodgram #foodblogger #foodlover #foodphoto #foodstagram #foods #insta #instagram #instagood #goodfood"
162,гдебыпоесть,1538510747,BQDBnqVDz-O,18,0,"У нас можно заказать комплексные обеды, если вам надо накормить голодную группу после конференции 😜 #дюфаринкафе#кафе#компклексныеобеды#обед#гдебыпоесть#"
163,гдебыпоесть,358305831,BQC3hspgduS,37,2,"Когда выходной и 1000 дел, и руль не Порше 😏
 #гдетовпробке #fitgirl #гдебыпоесть"
164,гдебыпоесть,208794281,BL0spfiAR_C,52,7,"У меня вчера внезапно случилось в городе #казань два инсайта из серии ""жалко что этого нет в Москве"". Первый @banka_cafe #кафебанка - прикольное место с полузожной едой, похоже на #prime московский, только вкуснее и душевнее.
И скидки после 20:00 
И продают в прикольных банках
И еще там может повезти встретить крутую @ave_sorokina 😋
Про второй инсайт ещё расскажу
На фото чай (первый раз такую заварку вижу и лимонад)
#хорошотамгдемыесть #вкусно #гдебыпоесть"
165,гдебыпоесть,208794281,BLqa4NkAT6O,56,11,"Удивила подача блюд в одном из любимых заведений Казани. Вообще здесь очень вкусно и душевно, только, мне кажется, нет смысла подавать небольшие закуски в большой тарелке и ещё уминать их к краю.🤔 Или можно было хотя бы нарисовать что-нибудь соусом на пустой части тарелки. 🍽А так ощущение что я за кем-то доедаю😂
Или это новый тренд такой?
#казань #kazan #гдебыпоесть #вкусно #instafood"
166,гдебыпоесть,208794281,BLiqrY8AqOP,43,5,"О том как мелочи в итоге решают многое. Такая простая и нужная вещь как портативная зарядка для телефона, а предлагают только некоторые кафе. В большинстве или зарядки нет или розетки жалко😂😂
В итоге в Казани я стабильно хожу обедать в #панкот @pankotcafe потому что здесь вкусно и можно подзарядиться во всех смыслах😅 И да, powerbank у меня аж два штуки, но разряжается почемуто в самый неподходящий момент всё разом 
#казань #гдебыпоесть #кафе #вкусно"
167,гдебыпоесть,281958101,BKEYRZnAgCj,69,1,И здесь побывали) #путешествия #суздаль #огурец #гдебыпоесть
168,гдебыпоесть,208794281,BJYPzAHhhMg,71,6,Обнаружили на Покровке единственный в России бутик бельгийского шоколада #leonidas #leonidaschocolate Помимо вкуснющего и свежайшего шоколада здесь можно попить кофе и съесть горячих вафель с шариком мороженого 👅👍 #москва #moscow #кудабысходить #гдебыпоесть #instafood #instalike #chocolate
169,гдебыпоесть,177355743,BI8Jy71g1oa,165,2,"А в Ультрабаре кормят оч вкусными хот-догами. А ещё здесь оч мило. Проверено 👍🏻
#ultrabar #minsk #ультрабар #гдебыпоесть"
170,гдебыпоесть,14627838,BI2CroKgs3k,64,3,Done ✔️ 😊 #велоспорт #паркгорького #гдебыпоесть
171,гдебыпоесть,1378041282,BIxh5MdgE6I,78,7,🙈🙉 #едаялюблютебя  #гдебыпоесть #nutsandmore #textures #vsco #vscocam
172,гдебыпоесть,208794281,BIr_8grhHSg,58,12,"Вы не поверите, но @cafe_anderson снова поздравлял меня сегодня с днем рождения🎁🎉🎊 и не только тортиком, а еще и песней и паппет-шоу. Всё это - часть специальной праздничной программы, которую каждый может заказать в новом #андерсон на ярцевской рядом с м.Молодёжная. 
Чего только нет в программе: шары, конфети, сюрпризы, песни, всё чтобы угодить даже самым требовательным именниникам. Надеюсь, что скоро праздничное меню будет доступно во всех андерсонах, потому что оно реально крутое❤ И я и ребенок в восторге #москва #moscow #деньрождения #гдеотметить #гдебыпоесть #l4l #instame #instalike #кафевмоскве"
173,гдебыпоесть,208794281,BIccF71hcnV,45,0,"Вчера #андерсон неожиданно поздравил тортиком. Ну и что, что месяц спустя, все равно безумно приятно и вкусно😉 #москва #гдебыпоесть #вкусно #instalike #instafood @cafe_anderson"
175,гдебыпоесть,208794281,BHgpAFfjL7n,26,4,"Зеленющий смузи из @culinarystudioclever и я желаем всем доброго утра! Обожаю зеленые соки. Здесь к шпинату, огурцам, лайму и мяте добавили еще мед, получилось не только полезно, но и вкусно. #клевер #кулинарнаястудияклевер #вкусно #гдебыпоесть #чтобыприготовить #москва #доброеутро #зож"
176,гдебыпоесть,208794281,BHc5rtnj_VB,52,9,Неужели какой-то праздник пройдет без меня 😢 подумала я и отправилась праздновать #деньнезависимости в @culinarystudioclever 🎉🎉#вкусно #гдебыпоесть #москва #moscow #клевер #яемнаночь
178,гдебыпоесть,2940184114,BFEvfOoQE2d,12,0,#telaviv #vocation #shabat #гдебыпоесть
179,гдебыпоесть,33411899,_9GuC_HbNY,33,2,Новогодние каникулы объявляю начатыми! #гдебыпоесть #пилигриммамможновсе
180,гдебыпоесть,242080712,-ogoqFCyee,0,0,Так так так ... #гдебыпоесть #сверлюглазами #искосаглядя #чтотозамышляю #ятакой #менянепроведешь #ранотемнеет
181,гдебыпоесть,22333529,7JEvEKNyl8,210,3,Был интересный проект!) спасибо всем кто в нас верил!!))) #happy #жаждасна #гдебыпоесть #неуловимыйфотограф #zhilyaevvladimir #photo #party #power #photographer #work #hardwork #мобильнаяфотостудия #team #x5 #topsecret #photoshop #друзья #команда #конецлета #первыйосенний
182,гдебыпоесть,22333529,7Hfei7tyo4,255,3,С началом осени!) Это вот прям я сейчас! Так хочется уже поспать недели 2!) #cat #sleep #trashperdets #hardwork #stupid #жаждасна #happy #гдебыпоесть #неуловимыйфотограф #zhilyaevvladimir
183,гдебыпоесть,644104309,62MEp-Q1mx,97,0,"#Repost @lubovpuhalskaya with @repostapp.
・・・
#Паланга #в#поисках#гдебыпоесть#воспоминания #отдыха😔😊"
184,гдебыпоесть,22333529,6DP-jGNyhn,272,7,Между небом и землей! #праздник #работа #гдебыпоесть #summer #happy #770 #garmin #чистыйвоздух #воздухоплаватели #яждалгод #скоровыложуфотки #допоследнегоневерил #ябольной #like #zhilyaevvladimir #photographer #неуловимыйфотограф #неднябезотдыха #я #im #солнце #закат #красота #garminfenix3 #fenix3
185,гдебыпоесть,22333529,516wCMNymT,201,5,Трое из ларца одинаковых лицо! Или какова вероятность на свадьбе не знакомых людей встретить 8 знакомых людей!) #hardwork #zhilyaevvladimir #неуловимыйфотограф #вожиданииМудрова #happy #summer #неднябезотдыха #гдебыпоесть #жаждасна #AD #photoAD #праздник #работа #man #friends #im #i #ADwedding
186,гдебыпоесть,1646843612,4oeNAjuHdw,45,7,"#academpark #academgorodok #beergeek #beer #академпарк #академгородок #технопарк #пивоварнягуси #пивоварняgusi #пиво #гусигуси #гдебыпоесть ****
Сегодня у нас на кранах: Браун эль, Кремовый стаут, Летний гусь, Белый гусь и APA После шести вечера 🍻 Мы работаем до 22:00, а в пятницу - до 00:00 🙌"
187,гдебыпоесть,1646843612,4mHiq6uHcN,22,2,"#гусигуси #академпарк #академгородок #технопарк #гдебыпоесть #пивоварняgusi #пиво #academpark #academgorodok #beergeek #beer Отличный лёгкий лагер ""Летний гусь"" - пойдёт хоть в обед, хоть после работы 👍 К выходным поставим на кран, налетай!"
188,гдебыпоесть,1646843612,4mFcZxuHY4,24,2,"#гусигуси #гдебыпоесть #пивоварняgusi #пиво #академпарк #академгородок #технопарк #academpark #akademgorodok @beeranyone #beer #beergeek #craftbeer  Наши пивовары сварили American pale ale! У него легкий, чистый и освежающий вкус, с искрящейся горечью свежего хмеля 👌Для тех, кто понимает, IBU 38 😉 Любители крафта, гоу в ""Гусей"" - дегустировать!"
189,гдебыпоесть,228337647,4KFBFLKWN6,55,0,"Всё так взаимосвязанно... Я всю беременность Даней по утрам поглощала сырники в Шоколаднице, хотя раньше их совсем не любила! А сейчас мой чудо #пупсень с удовольствием поглощает их самостоятельно!!! Сырники из Шоколадницы - беспроигрышный вариант накормить моего ребенка! И не кидайте в меня тапками, что там химия и что то еще-это не Макдональдс😤! #пупсеньстарший #моимужчины #торговыйпаркотрада #шоколадница #еда #сырники #гдебыпоесть"
190,гдебыпоесть,243204929,4BoOBIzQsG,81,9,Банковский планктон к вашим услугам 👋 #InstaSize #ятакаяделовая #банкибабкивседела #трастзначитдоверие #ужехочудомойкмаме #тричасапопойнастуле #вотгдедедовщина #гдебыпоесть
191,гдебыпоесть,1646843612,3a2jVCuHZN,26,1,#гусигуси #академпарк #технопарк #гдебыпоесть #кукурузза #kukuruzza #akademgorodok #academpark
192,гдебыпоесть,1646843612,2k_hf4OHbu,20,17,
193,гдебыпоесть,1522909133,2bPRB2QJmK,41,8,"На тренировке💪💪📷💪💪
#ойкрасава#фотосИлюхой#гдебыпоесть#тренировка#бицухаивседела#training#gym#sportstyle#bediferent#biceps#triceps#формагавно#надоподкачаться#скоролето#workout#mensphysique#hardwork#сфоткайменятипакачек#спб#alexfitness"
194,гдебыпоесть,1646843612,2FyxXauHcs,34,4,#akademgorodok #novosibirsk #технопарк #академпарк #академгородок #гусигуси #гдебыпоесть #пиво #пивоварняGusi #kukuruzza #кукурузза Хотите одним глазом заглянуть в будущий зал нашего ресторана? Смотрите! 👀👃👀 Открытие уже скоро!
195,гдебыпоесть,1522909133,2Al6rQQJuQ,31,2,#sport#workout#gym#bilding#nike#biceps#triceps#onlyhardcore#bodymania#bodybuildingmotivation#качокздоровичок#гдебыпоесть#сфоткайтипокрутой#сфоткайкакявокносмотрю#думаешькепкукупиликрутой#ачетактемно#ойвсё#kiakiss#💋
196,гдебыпоесть,2063237884,1-VIUjrRZp,29,1,#астана #сладости #гдебыпоесть #красивоеместо #десерт #яблоки # мороженное #handemade #thejournal
197,гдебыпоесть,1646843612,1zeqNcuHTx,27,5,#академпарк #академгородок #технопарк #гусигуси #кукурузза #гдебыпоесть #kukuruzza 🎉🎊 Нам 1 год! 🎊🎉 Всем гостям при расчете за обед от нас - сладкий подарочек! 🍬
198,гдебыпоесть,1646843612,1sfUFYOHVn,12,4,#kukuruzza #кукурузза #гусигуси #академпарк #академгородок #гдебыпоесть #технопарк В честь нашего дня рождения дарим скидки всем держателям депозитных карт Kukuruzza! Минус 40% на любое пиво в течение недели (с 20 по 24 апреля) 👍
199,гдебыпоесть,1646843612,1hwqdXuHVh,29,1,"#beer  #akademgorodok #академпарк #академгородок #гусигуси #гдебыпоесть #технопарк #пиво #пивоварняГуси #кукурузза #kukuruzza  Отличные новости накануне пятницы! Наша пивоварня сварила эль, всем элям эль 👍 Вкуснейший Brown Ale всего за 100 рублей/л!"
200,гдебыпоесть,1226917496,1GDPT5pwfj,21,1,"Одно из моих любимых ресторанных мест в городе. Квартира на проспекте😋 Уютно, мило, вкусно и вежливо всегда. 
Приятное завершение театральных выходных😊 Сегодня посмотрели детскую сказку и классику по Островскому. Духовное насыщение произошло. Теперь наверное до следующего сезона. ☺ #почтикатарсис
#Я_театрал #гардт #гдебыпоесть #и_снованеПП
Завтра буду отдавать бесстыдно наетые за выходные калории 🙆"
201,гдебыпоесть,1522909133,1BtPaQwJu0,22,4,"Сидим и угараем с друганом в ""Dodo пицца"". ""Dodo пицца""-это торговая сеть наикрутейших пиццерий, которая начала свою историю в Сыктывкаре. Сегодня, филиалы ""Dodo"" уже имеются в Китае, США и во многих городах России."
202,гдебыпоесть,1646843612,zPBy_ROHQh,23,0,"#akademgorodok #academpark #kukuruzza #novosibirsk #кукурузза #гдебыпоесть #гусигуси #академгородок #академпарк #технопарк #окадЭм ""Гуси в танке"" - эксклюзивный выпуск пшеничного пива - специально ко Дню защитника Отечества"
203,гдебыпоесть,1646843612,y7RvUqOHXp,18,0,"#гусигуси #кукурузза #технопарк #академпарк #академгородок #гдебыпоесть #окадЭм #kukuruzza #akademgorodok #academpark Спрашивайте в 🌽Kukuruzza🌽 пиво limited edition, сваренное специально ко Дню всех влюблённых!"
204,гдебыпоесть,420507675,yo_aTaKdAh,12,0,#Универтеперь#холостяканет#толькогараж#всеузменилось#гдебыпоесть#БрожупоКраснодару#местабоевойстуденческойславы
205,гдебыпоесть,667466643,vpijX5mbL3,26,1,В этом определенно что-то есть
206,гдебыпоесть,597642719,pIxqllKoMN,18,0,#москва#гдебыпоесть#покормитеркбенка#blond#girls
207,гдебыпоесть,513613052,nPWt-9L7Wa,33,3,"Слава занят, маршрут прокладывает #vienna #гдебыпоесть #гуляем"
